Strategy,Sharpe,Sortino,MaxDD
EW,0.5784968599268071,0.787800147140516,0.13547805861806037
InvVol,0.9320206657151856,1.2601299604542318,0.09919949425178204
MinVar,0.5784968599268071,0.787800147140516,0.13547805861806037
