Strategy,Sharpe,Sortino,MaxDD
EW,0.5801897683675481,0.7901319902687991,0.13547805861805934
InvVol,0.9320206657151856,1.2601299604542318,0.09919949425177967
MinVar,0.5801897683675481,0.7901319902687991,0.13547805861805934
